#	CIRA exponential atmosphere drag
#	x				y				z
-2.335460905184493E-6	1.7273772925922401E-6	4.056966483531857E-6
-2.526687869745685E-6	1.451926422711682E-6	3.978224428626931E-6
-2.695547390940133E-6	1.173421963551286E-6	3.873868504916897E-6
-2.8410052409470243E-6	8.951288849427453E-7	3.7460765737389855E-6
-2.9625681989724386E-6	6.201081559590866E-7	3.5973718959296605E-6
-3.0602665602984203E-6	3.5112506828870107E-7	3.43051525282178E-6
-3.1346133589861E-6	9.057822823375747E-8	3.248393713021776E-6
-3.1865442497563333E-6	-1.5954826822207575E-7	3.0539124202373406E-6
-3.217342974543762E-6	-3.977090935679741E-7	2.849894900183767E-6
-3.228558786360684E-6	-6.227997167056949E-7	2.6389972643924302E-6
-3.2219221660201638E-6	-8.341389936108932E-7	2.423640136434422E-6
-3.199263242885828E-6	-1.0314359324377065E-6	2.2059592251743316E-6
-3.1624355660149633E-6	-1.2147443910241614E-6	1.987773428677684E-6
-3.113247676528433E-6	-1.3844094515214838E-6	1.770569082807307E-6
-3.0534051133652763E-6	-1.5410092041749526E-6	1.5554991006064988E-6
-2.9844643975567623E-6	-1.685295279963762E-6	1.3433950994713516E-6
-2.9077987519323827E-6	-1.818134711413174E-6	1.134789794518908E-6
-2.8245745537050642E-6	-1.9404551677025926E-6	9.299469345755237E-7
-2.7357378731812748E-6	-2.0531954060318643E-6	7.288965961282746E-7
-2.642010344007788E-6	-2.157262127158816E-6	5.314738899052053E-7
-2.543892504944236E-6	-2.2534930132495915E-6	3.373591400826598E-7
-2.4416721602054695E-6	-2.3426246905798125E-6	1.4611805576779008E-7
-2.3354364346978894E-6	-2.4252648939058237E-6	-4.2758700499494346E-8
-2.225087908284617E-6	-2.501869521839481E-6	-2.29816627336678E-7
-2.110365471731048E-6	-2.572725607255061E-6	-4.1559941791577136E-7
-1.990869291255919E-6	-2.637939941872134E-6	-6.006123646348072E-7
-1.8660884339082231E-6	-2.697431957838532E-6	-7.852873987184139E-7
-1.735430458593474E-6	-2.7509301319271347E-6	-9.699498103592068E-7
-1.598253500481027E-6	-2.7979728065936354E-6	-1.1547868982106256E-6
-1.4539014473086264E-6	-2.837914787425221E-6	-1.3398191259929167E-6
-1.3017418581969855E-6	-2.86994001941757E-6	-1.5248743620746574E-6
-1.1412057105359245E-6	-2.893079905853431E-6	-1.7095657570096658E-6
-9.71828344649417E-7	-2.9062375879688497E-6	-1.893274345864188E-6
-7.932911334079375E-7	-2.9082194495474777E-6	-2.0751381822866906E-6
-6.054627197180492E-7	-2.8977745051813114E-6	-2.254049766470868E-6
-4.0843774364753735E-7	-2.8736407779210144E-6	-2.4286628568735253E-6
-2.0257062013422052E-7	-2.8345972795187453E-6	-2.597409751955912E-6
1.149810046085351E-8	-2.7795208710741406E-6	-2.758531014231608E-6
2.3282549314395056E-7	-2.7074468487691718E-6	-2.9101194234769534E-6
4.6016289813766397E-7	-2.617629562687466E-6	-3.0501771849394225E-6
6.919673160222743E-7	-2.509597155445044E-6	-3.176682006297023E-6
9.26427984003274E-7	-2.3831953900181328E-6	-3.2876571460673815E-6
1.1615076303209668E-6	-2.238618534500071E-6	-3.38124305244398E-6
1.394997456039995E-6	-2.076426741250341E-6	-3.455769594077224E-6
1.624583710655793E-6	-1.8975481364554172E-6	-3.509825301556629E-6
1.847921718354632E-6	-1.7032628838037174E-6	-3.542316529315322E-6
2.062712209276633E-6	-1.4951685291666825E-6	-3.552510195287222E-6
2.266775895621676E-6	-1.2751294808092683E-6	-3.5400586606641985E-6
2.4581235607900146E-6	-1.045215074834969E-6	-3.505008684739799E-6
2.635018139316967E-6	-8.076297858623447E-7	-3.4477947741562815E-6
2.796023411516982E-6	-5.64638470701263E-7	-3.369214372180879E-6
2.9400346057718713E-6	-3.1849067953314516E-7	-3.270383874398238E-6
3.0662902576877377E-6	-7.134935695450023E-8	-3.1526799124475755E-6
3.174368331605863E-6	1.7477138228662187E-7	-3.017673650708258E-6
3.2641692462176553E-6	4.180566531002041E-7	-2.8670636319296093E-6
3.335885738066197E-6	6.569278382406589E-7	-2.702608666191409E-6
3.389959264465974E-6	8.900649773829678E-7	-2.5260617122389898E-6
3.427026275172898E-6	1.1164140223391836E-6	-2.339108619032448E-6
3.4478611216314783E-6	1.3351803036323103E-6	-2.1433172629342664E-6
