#	NRLMSISE atmosphere drag
#	x				y				z
-1.93408850743668E-6	1.4305101670480842E-6	3.3597360732676955E-6
-2.06841547454908E-6	1.1885864956267065E-6	3.256682817030875E-6
-2.1788771466138773E-6	9.485057871028403E-7	3.1313430373067248E-6
-2.2671831447311804E-6	7.143320579119094E-7	2.9894494893723874E-6
-2.336434654875393E-6	4.890493949999913E-7	2.837073714299682E-6
-2.3904511507988553E-6	2.7427261874965677E-7	2.679661713240164E-6
-2.433021330796846E-6	7.030492636890924E-8	2.521335261955475E-6
-2.4671850064850592E-6	-1.2353040294301962E-7	2.364494682571634E-6
-2.49464346400718E-6	-3.0837321314376125E-7	2.2097338524684306E-6
-2.5154057924434966E-6	-4.852301347436759E-7	2.056071902156056E-6
-2.527757552212111E-6	-6.544233634604037E-7	1.901465753371697E-6
-2.5286373907463137E-6	-8.152275280006866E-7	1.7435486097124036E-6
-2.5143427740735294E-6	-9.658011106188964E-7	1.5804096724060971E-6
-2.481461822751466E-6	-1.1034647923796447E-6	1.411259250799375E-6
-2.427797604618821E-6	-1.2252741826544332E-6	1.2367952663434923E-6
-2.3530515301204516E-6	-1.3287431542054717E-6	1.0591776189239193E-6
-2.2590920399847636E-6	-1.4125233568671013E-6	8.816272412765736E-7
-2.1497560199722066E-6	-1.4768614171585452E-6	7.077735010520737E-7
-2.030263095500521E-6	-1.5237303623209695E-6	5.409333525928515E-7
-1.9064170214486624E-6	-1.556633284297994E-6	3.834999633778229E-7
-1.783795114479061E-6	-1.5801649714894046E-6	2.3655857499273427E-7
-1.6670881156674364E-6	-1.5994619772402494E-6	9.976428376625961E-8
-1.5596752692920504E-6	-1.6196654382487786E-6	-2.855555677958493E-8
-1.4634381852875647E-6	-1.6454771873214038E-6	-1.511501755981304E-7
-1.3787612104808017E-6	-1.6808341114415314E-6	-2.7152280692436017E-7
-1.304647924704942E-6	-1.7286834880499204E-6	-3.935907186446234E-7
-1.238897417289636E-6	-1.790826964658761E-6	-5.213528536076806E-7
-1.1783132591315831E-6	-1.8678117773854584E-6	-6.585713167468062E-7
-1.1189437600813775E-6	-1.9588721137623393E-6	-8.084709926101286E-7
-1.056361212476862E-6	-2.0619438210891004E-6	-9.73472417304175E-7
-9.859777417851477E-7	-2.173777359609155E-6	-1.154984892401703E-6
-9.03374781036796E-7	-2.2901527764393576E-6	-1.3532867713055447E-6
-8.046077791003335E-7	-2.4061670809129236E-6	-1.5675024041441812E-6
-6.864506841786426E-7	-2.5165404563483382E-6	-1.7956585735131455E-6
-5.465663169327556E-7	-2.6158934101444613E-6	-2.0347870131737097E-6
-3.836135111308262E-7	-2.6989852081307413E-6	-2.2810523766928404E-6
-1.973076904909775E-7	-2.760952414142164E-6	-2.52992718824475E-6
1.1572912035403986E-8	-2.7976056263403624E-6	-2.7764792004840763E-6
2.41283445466253E-7	-2.805801440669035E-6	-3.0158365895982607E-6
4.89376866658795E-7	-2.783812772924151E-6	-3.2438211762853628E-6
7.531607214652757E-7	-2.731530753572976E-6	-3.457608555100324E-6
1.0302692040556427E-6	-2.650322377971671E-6	-3.656163209200637E-6
1.319165051022515E-6	-2.542477773019608E-6	-3.840196609439588E-6
1.6193467269309565E-6	-2.410366293212258E-6	-4.011540778778331E-6
1.93111113167593E-6	-2.255578647726795E-6	-4.1720612275115235E-6
2.25488833035096E-6	-2.0783713736686915E-6	-4.322438621195727E-6
2.590347934972389E-6	-1.8776282481601422E-6	-4.461231870808447E-6
2.9355927136394117E-6	-1.6513590161430069E-6	-4.584560136789263E-6
3.2867445540747687E-6	-1.397551778864444E-6	-4.686529347145949E-6
3.6380795730625227E-6	-1.1150668690668988E-6	-4.760252520774332E-6
3.982620960722941E-6	-8.042640127341932E-7	-4.799067033754362E-6
4.312926038008431E-6	-4.672144817359628E-7	-4.797536647522546E-6
4.621700189056932E-6	-1.0754211402490314E-7	-4.751911959692499E-6
4.902064422407678E-6	2.698932466758982E-7	-4.660086384521921E-6
5.147514076379217E-6	6.592649903343251E-7	-4.5212883554777855E-6
5.351803159315377E-6	1.053917536808874E-6	-4.335828842417408E-6
5.509017955155439E-6	1.4464433225070708E-6	-4.1050992778662535E-6
5.613981496452352E-6	1.8288531106975288E-6	-3.831809694770393E-6
5.66293933208606E-6	2.192966824977057E-6	-3.5202913346075315E-6
5.654318213877124E-6	2.53104342859668E-6	-3.1766356914191214E-6
5.5892934500074104E-6	2.8365451281349566E-6	-2.8085076500088285E-6
5.471962552793582E-6	3.104858218827795E-6	-2.4246051416576893E-6
5.309061647776283E-6	3.3338005463768325E-6	-2.0338703224588346E-6
5.1093056243122684E-6	3.523819079553741E-6	-1.6446299132417566E-6
4.882519745146657E-6	3.677874736342424E-6	-1.2638362248841726E-6
4.638733087666171E-6	3.801076384298169E-6	-8.965182197265308E-7
4.387340212633609E-6	3.900134505264658E-6	-5.454791957802326E-7
4.1363554614990235E-6	3.9826648020818065E-6	-2.1123588439254186E-7
3.891740557041333E-6	4.056323813634529E-6	1.0780175171162316E-7
3.656814617936576E-6	4.127756925790378E-6	4.1488068237380343E-7
3.4318417497335755E-6	4.201416238628215E-6	7.141463928507308E-7
3.213972519408857E-6	4.278440262104441E-6	1.009589842078325E-6
